name,email,province,city,date,letter,gifts
George,,British Columbia,Surrey,2024-11-12,"Dear Santa Claus,

It’s George here from Surrey, British Columbia! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a Rainbow Loom Charm Bracelet Kit.
And if it’s okay, I’d also love a wireless gaming mouse to make the holidays even more special.

Thanks so much, Santa!
Love,
George
","Rainbow Loom Charm Bracelet Kit, wireless gaming mouse"
Karen,,Manitoba,Winnipeg,2024-12-16,"Hey Santa!

What's up? It's Karen here from Winnipeg, Manitoba. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a robot under the tree. Oh, and if you've got room in that sleigh, a Wake Up Light Sunrise Alarm Clock would be epic too!

You're the best, big guy!
Karen
","robot, Wake Up Light Sunrise Alarm Clock"
Calvin,calvin123@yahoo.com,Quebec,Laval,2024-11-03,"Dear Santa Claus,

Hello! My name is Calvin, and I live in Laval, Quebec.
I’ve been very kind and helpful this year. For Christmas, I would really like a programmable LED message board.
It would also make me so happy to have a LEGO Creator 3-in-1 Mighty Dinosaurs if you can manage it.

Thank you so much, Santa!
Yours truly,
Calvin
","programmable LED message board, LEGO Creator 3-in-1 Mighty Dinosaurs"
Michelle,,New Brunswick,Fredericton,2024-11-17,"To Santa Claus,

My name is Michelle, and I live in Fredericton, New Brunswick.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a mini drone. And if it’s not too much to ask, I would love a Electric Candle Lighter as well.

Thank you so much, Santa!
Warm regards,
Michelle
","mini drone, Electric Candle Lighter"
Andrew,andrew.m@outlook.com,Yukon,Watson Lake,2024-12-10,"Dear Santa Claus,

Hello! My name is Andrew, and I live in Watson Lake, Yukon.
I’ve been very kind and helpful this year. For Christmas, I would really like a programmable LED message board.
It would also make me so happy to have a mini waffle maker if you can manage it.

Thank you so much, Santa!
Yours truly,
Andrew
","programmable LED message board, mini waffle maker"
Corey,corey.edm@outlook.com,Alberta,Edmonton,2024-12-12,"Santa, my dude!

Corey here, repping Edmonton, Alberta. I've been good(ish) this year, promise!
I'm crossing my fingers for a LEGO Star Wars Set. And if you're feeling extra magical, a e.l.f. Halo Glow Liquid Filter would make my year!

You rock, Santa!
Corey
","LEGO Star Wars Set, e.l.f. Halo Glow Liquid Filter"
Angela,angela.jones@hotmail.com,Manitoba,Brandon,2024-11-02,"Santa, my main man!

Angela here, chillin' in Brandon, Manitoba. I've been keeping it real and staying good.
I'm dreaming of unwrapping a skateboard on Christmas morning. And if you're feeling generous, a customizable neon sign would be the cherry on top!

You're the GOAT, Santa!
Angela
","skateboard, customizable neon sign"
Melissa,melissa.inu@gmail.com,Northwest Territories,Inuvik,2024-12-11,"Dear Santa Claus,

It’s Melissa here from Inuvik, Northwest Territories! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a Small Stoneware Vase.
And if it’s okay, I’d also love a smart home assistant to make the holidays even more special.

Thanks so much, Santa!
Love,
Melissa
","Small Stoneware Vase, smart home assistant"
David,david.miller@yahoo.com,Nova Scotia,Dartmouth,2024-11-14,"Hello Santa,

My name is David, and I come from Dartmouth, Nova Scotia.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a desktop bonsai tree kit. And if it’s possible, I’d also really appreciate a LEGO Star Wars Set.

Thanks for making Christmas magical!
With gratitude,
David
","desktop bonsai tree kit, LEGO Star Wars Set"
Candace,candace2010@yahoo.com,Quebec,Laval,2024-12-20,"Hi Santa,

I'm Candace from Laval, Quebec. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a interactive storybook projector. If it’s not too much trouble, I’d also love a Rainbow Loom Charm Bracelet Kit.

Happy Holidays, Santa!
Best wishes,
Candace
","interactive storybook projector, Rainbow Loom Charm Bracelet Kit"
Crystal,crystal.m@gmail.com,New Brunswick,Moncton,2024-11-10,"Dear S-Claus,

It's your pal Crystal from Moncton, New Brunswick. I've been working on my nice game all year.
I'm really hoping for a X-Shot Excel Reflex 6 Blaster this Christmas. And hey, if you're in a giving mood, a Skullcandy Dime 2 In-Ear Wireless Earbuds would be awesome too!

Thanks for being you!
Crystal
","X-Shot Excel Reflex 6 Blaster, Skullcandy Dime 2 In-Ear Wireless Earbuds"
Lisa,lisa2018@yahoo.com,New Brunswick,Fredericton,2024-12-14,"Hi there, Santa!

It's Lisa from Fredericton, New Brunswick. I've been trying my best to stay on the nice list.
I'm really wishing for a Miniverse Make It Mini Food Kits this year. And if it's not too much, a Furby Furblets would be amazing too!

Thanks for all you do!
Lisa
","Miniverse Make It Mini Food Kits, Furby Furblets"
Suzanne,suzanne2010@yahoo.com,Ontario,Mississauga,2024-12-02,"Hey Santa!

What's up? It's Suzanne here from Mississauga, Ontario. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a smart fitness tracker under the tree. Oh, and if you've got room in that sleigh, a Out to Impress Jewelry Set would be epic too!

You're the best, big guy!
Suzanne
","smart fitness tracker, Out to Impress Jewelry Set"
Yvonne,yvonne.sai@yahoo.com,New Brunswick,Saint John,2024-11-28,"Hi Santa!

Yvonne here, waving from Saint John, New Brunswick. I've been trying my best to be good (most of the time).
I'm really hoping to find a Funko POP! Figures (NBA, MLB, Marvel) under the tree. And if there's room in your bag, a Furby Furblets would be amazing!

Thanks for being awesome!
Yvonne
","Funko POP! Figures (NBA, MLB, Marvel), Furby Furblets"
Gregory,gregory.bra@gmail.com,Manitoba,Brandon,2024-11-14,"Yo Santa!

Gregory checking in from Brandon, Manitoba. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a mini drone. And, if you're feeling extra jolly, a compact sewing machine would blow my mind!

Stay frosty!
Gregory
","mini drone, compact sewing machine"
Robert,robert456@outlook.com,Manitoba,Brandon,2024-12-10,"Dear Santa Claus,

It’s Robert here from Brandon, Manitoba! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a X-Shot Excel Reflex 6 Blaster.
And if it’s okay, I’d also love a compact sewing machine to make the holidays even more special.

Thanks so much, Santa!
Love,
Robert
","X-Shot Excel Reflex 6 Blaster, compact sewing machine"
Matthew,matthew123@yahoo.com,Nunavut,Cambridge Bay,2024-12-10,"Hi Santa,

I'm Matthew from Cambridge Bay, Nunavut. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Apple iPad (10th Generation). If it’s not too much trouble, I’d also love a virtual pet robot.

Happy Holidays, Santa!
Best wishes,
Matthew
","Apple iPad (10th Generation), virtual pet robot"
David,,Ontario,Toronto,2024-11-17,"Hello Santa,

My name is David, and I come from Toronto, Ontario.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a LEGO Star Wars Set. And if it’s possible, I’d also really appreciate a Amazon Fire HD 10 Kids Pro.

Thanks for making Christmas magical!
With gratitude,
David
","LEGO Star Wars Set, Amazon Fire HD 10 Kids Pro"
Maria,maria.jones@yahoo.com,Ontario,Mississauga,2024-11-13,"Hi Santa,

I'm Maria from Mississauga, Ontario. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a Out to Impress Jewelry Set. If it’s not too much trouble, I’d also love a customizable neon sign.

Happy Holidays, Santa!
Best wishes,
Maria
","Out to Impress Jewelry Set, customizable neon sign"
Ronald,ronald.m@outlook.com,Newfoundland and Labrador,Gander,2024-12-09,"Hello Santa,

My name is Ronald, and I come from Gander, Newfoundland and Labrador.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a Barbie Dreamhouse. And if it’s possible, I’d also really appreciate a LEGO Sets.

Thanks for making Christmas magical!
With gratitude,
Ronald
","Barbie Dreamhouse, LEGO Sets"
Brenda,brenda.win@gmail.com,Manitoba,Winnipeg,2024-11-10,"Santa, my main man!

Brenda here, chillin' in Winnipeg, Manitoba. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Funko POP! Figures (NBA, MLB, Marvel) on Christmas morning. And if you're feeling generous, a indoor herb garden kit would be the cherry on top!

You're the GOAT, Santa!
Brenda
","Funko POP! Figures (NBA, MLB, Marvel), indoor herb garden kit"
John,,Saskatchewan,Saskatoon,2024-12-21,"Dear S-Claus,

It's your pal John from Saskatoon, Saskatchewan. I've been working on my nice game all year.
I'm really hoping for a mini espresso maker this Christmas. And hey, if you're in a giving mood, a customizable neon sign would be awesome too!

Thanks for being you!
John
","mini espresso maker, customizable neon sign"
Brett,,Nunavut,Iqaluit,2024-11-02,"S-man!

What's crackin'? It's Brett from Iqaluit, Nunavut. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a doll. And if you're feeling extra jolly, a toy car would be off the hook!

You're a legend, Santa!
Brett
","doll, toy car"
Rebekah,,Saskatchewan,Regina,2024-11-24,"To Santa Claus,

My name is Rebekah, and I live in Regina, Saskatchewan.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a bicycle. And if it’s not too much to ask, I would love a Rainbow Loom Charm Bracelet Kit as well.

Thank you so much, Santa!
Warm regards,
Rebekah
","bicycle, Rainbow Loom Charm Bracelet Kit"
Wayne,wayne.jones@mail.com,Ontario,Toronto,2024-11-12,"Hi Santa,

I'm Wayne from Toronto, Ontario. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a noise-cancelling headphones. If it’s not too much trouble, I’d also love a Teenage Mutant Ninja Turtles Figures.

Happy Holidays, Santa!
Best wishes,
Wayne
","noise-cancelling headphones, Teenage Mutant Ninja Turtles Figures"
Christopher,christopher456@yahoo.com,Yukon,Watson Lake,2024-11-20,"Santa, my dude!

Christopher here, repping Watson Lake, Yukon. I've been good(ish) this year, promise!
I'm crossing my fingers for a Barbie Dreamhouse. And if you're feeling extra magical, a noise-cancelling headphones would make my year!

You rock, Santa!
Christopher
","Barbie Dreamhouse, noise-cancelling headphones"
Alyssa,alyssa.whi@gmail.com,Yukon,Whitehorse,2024-12-16,"Hi there, Santa!

It's Alyssa from Whitehorse, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a The Clearly Impossible Puzzle this year. And if it's not too much, a Apple Watch would be amazing too!

Thanks for all you do!
Alyssa
","The Clearly Impossible Puzzle, Apple Watch"
Daniel,daniel.pri@hotmail.com,Saskatchewan,Prince Albert,2024-12-04,"Santa, my main man!

Daniel here, chillin' in Prince Albert, Saskatchewan. I've been keeping it real and staying good.
I'm dreaming of unwrapping a teddy bear on Christmas morning. And if you're feeling generous, a Transformers Authentics Optimus Prime would be the cherry on top!

You're the GOAT, Santa!
Daniel
","teddy bear, Transformers Authentics Optimus Prime"
Elizabeth,elizabeth.bra@outlook.com,Manitoba,Brandon,2024-12-16,"Hi there, Santa!

It's Elizabeth from Brandon, Manitoba. I've been trying my best to stay on the nice list.
I'm really wishing for a ALEX Glow Sketch It Nail Pens this year. And if it's not too much, a desktop bonsai tree kit would be amazing too!

Thanks for all you do!
Elizabeth
","ALEX Glow Sketch It Nail Pens, desktop bonsai tree kit"
Paul,paul.wilson@yahoo.com,British Columbia,Burnaby,2024-12-02,"Dear Santa Claus,

It’s Paul here from Burnaby, British Columbia! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a ElectroCubes Nightlight Building Set.
And if it’s okay, I’d also love a Electric Candle Lighter to make the holidays even more special.

Thanks so much, Santa!
Love,
Paul
","ElectroCubes Nightlight Building Set, Electric Candle Lighter"
Amanda,amanda.smith@hotmail.com,Nunavut,Iqaluit,2024-12-23,"S-man!

What's crackin'? It's Amanda from Iqaluit, Nunavut. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a programmable LED message board. And if you're feeling extra jolly, a smart home assistant would be off the hook!

You're a legend, Santa!
Amanda
","programmable LED message board, smart home assistant"
Patrick,patrick.tor@mail.com,Ontario,Toronto,2024-11-29,"Hey Santa!

What's up? It's Patrick here from Toronto, Ontario. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a heated blanket with remote under the tree. Oh, and if you've got room in that sleigh, a Live Christmas Tree (Norfolk Island Pine) would be epic too!

You're the best, big guy!
Patrick
","heated blanket with remote, Live Christmas Tree (Norfolk Island Pine)"
Angela,,Ontario,Toronto,2024-12-10,"Yo Santa!

Angela checking in from Toronto, Ontario. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a LEGO Creator 3-in-1 Mighty Dinosaurs. And, if you're feeling extra jolly, a bicycle would blow my mind!

Stay frosty!
Angela
","LEGO Creator 3-in-1 Mighty Dinosaurs, bicycle"
